820926,11,2024-04-22,11:46:04,Geochem(3-Beam),,11,No,,,PPM,,,,<LOD,104286,1.00000,0.00000,,,,36876,1875,1.00000,0.00000,,,,135024,1537,1.00000,0.00000,,,,6639,235,1.00000,0.00000,,,,3136,176,1.00000,0.00000,,,,2253,227,1.00000,0.00000,,,,29796,348,1.00000,0.00000,,,,4367,482,1.00000,0.00000,,,,<LOD,507,1.00000,0.00000,,,,286,90,1.00000,0.00000,,,,1062,90,1.00000,0.00000,,,,19750,335,1.00000,0.00000,,,,<LOD,341,1.00000,0.00000,,,,83,20,1.00000,0.00000,,,,3515,81,1.00000,0.00000,,,,484,27,1.00000,0.00000,,,,36,9,1.00000,0.00000,,,,<LOD,15,1.00000,0.00000,,,,21,3,1.00000,0.00000,,,,61,4,1.00000,0.00000,,,,25,4,1.00000,0.00000,,,,66,5,1.00000,0.00000,,,,34,5,1.00000,0.00000,,,,27,6,1.00000,0.00000,,,,8,2,1.00000,0.00000,,,,<LOD,122,1.00000,0.00000,,,,<LOD,133,1.00000,0.00000,,,,<LOD,182,1.00000,0.00000,,,,<LOD,7706,1.00000,0.00000,,,,<LOD,14369,1.00000,0.00000,,,,<LOD,15078,1.00000,0.00000,,,,<LOD,22785,1.00000,0.00000,,,,<LOD,48513,1.00000,0.00000,,,,<LOD,172,1.00000,0.00000,,,,<LOD,45,1.00000,0.00000,,,,<LOD,85,1.00000,0.00000,,,,91,10,1.00000,0.00000,,,,<LOD,149,1.00000,0.00000,,,,79,14,1.00000,0.00000,,,,24,7,1.00000,0.00000,,,,756254,2162,1.00000,0.00000,B_C3_W,10,20,20,
820926,12,2024-04-22,11:54:08,Geochem(3-Beam),,12,No,,,PPM,,,,<LOD,106222,1.00000,0.00000,,,,19733,2482,1.00000,0.00000,,,,167525,2416,1.00000,0.00000,,,,11206,390,1.00000,0.00000,,,,9817,322,1.00000,0.00000,,,,6446,375,1.00000,0.00000,,,,71650,1036,1.00000,0.00000,,,,8578,839,1.00000,0.00000,,,,<LOD,862,1.00000,0.00000,,,,989,176,1.00000,0.00000,,,,843,128,1.00000,0.00000,,,,32968,672,1.00000,0.00000,,,,<LOD,566,1.00000,0.00000,,,,175,39,1.00000,0.00000,,,,1720,79,1.00000,0.00000,,,,451,37,1.00000,0.00000,,,,<LOD,54,1.00000,0.00000,,,,<LOD,22,1.00000,0.00000,,,,22,5,1.00000,0.00000,,,,88,7,1.00000,0.00000,,,,30,6,1.00000,0.00000,,,,102,9,1.00000,0.00000,,,,25,8,1.00000,0.00000,,,,<LOD,43,1.00000,0.00000,,,,<LOD,0,1.00000,0.00000,,,,<LOD,180,1.00000,0.00000,,,,<LOD,194,1.00000,0.00000,,,,<LOD,258,1.00000,0.00000,,,,<LOD,11537,1.00000,0.00000,,,,<LOD,20631,1.00000,0.00000,,,,<LOD,21991,1.00000,0.00000,,,,<LOD,30252,1.00000,0.00000,,,,<LOD,69139,1.00000,0.00000,,,,<LOD,281,1.00000,0.00000,,,,<LOD,71,1.00000,0.00000,,,,<LOD,138,1.00000,0.00000,,,,62,14,1.00000,0.00000,,,,<LOD,225,1.00000,0.00000,,,,76,22,1.00000,0.00000,,,,<LOD,75,1.00000,0.00000,,,,667494,3149,1.00000,0.00000,B_A2_C,10,20,20,
820926,13,2024-04-22,13:11:41,Geochem(3-Beam),,13,No,,,PPM,,,,<LOD,136518,1.00000,0.00000,,,,7234,1876,1.00000,0.00000,,,,57224,967,1.00000,0.00000,,,,6279,217,1.00000,0.00000,,,,3382,164,1.00000,0.00000,,,,1693,203,1.00000,0.00000,,,,38408,455,1.00000,0.00000,,,,4058,438,1.00000,0.00000,,,,<LOD,492,1.00000,0.00000,,,,598,99,1.00000,0.00000,,,,1314,96,1.00000,0.00000,,,,18324,325,1.00000,0.00000,,,,<LOD,329,1.00000,0.00000,,,,<LOD,84,1.00000,0.00000,,,,2864,72,1.00000,0.00000,,,,378,24,1.00000,0.00000,,,,45,9,1.00000,0.00000,,,,<LOD,15,1.00000,0.00000,,,,22,3,1.00000,0.00000,,,,71,4,1.00000,0.00000,,,,24,4,1.00000,0.00000,,,,55,5,1.00000,0.00000,,,,26,5,1.00000,0.00000,,,,20,6,1.00000,0.00000,,,,<LOD,0,1.00000,0.00000,,,,<LOD,123,1.00000,0.00000,,,,<LOD,131,1.00000,0.00000,,,,<LOD,177,1.00000,0.00000,,,,<LOD,8217,1.00000,0.00000,,,,<LOD,15387,1.00000,0.00000,,,,<LOD,15514,1.00000,0.00000,,,,<LOD,24197,1.00000,0.00000,,,,<LOD,49364,1.00000,0.00000,,,,<LOD,169,1.00000,0.00000,,,,<LOD,40,1.00000,0.00000,,,,<LOD,82,1.00000,0.00000,,,,102,10,1.00000,0.00000,,,,<LOD,152,1.00000,0.00000,,,,98,14,1.00000,0.00000,,,,22,7,1.00000,0.00000,,,,857761,1993,1.00000,0.00000,A_A1_W,10,20,20,
820926,14,2024-04-22,13:15:03,Geochem(3-Beam),,14,No,,,PPM,,,,<LOD,108320,1.00000,0.00000,,,,7912,1130,1.00000,0.00000,,,,34788,519,1.00000,0.00000,,,,3594,118,1.00000,0.00000,,,,1587,89,1.00000,0.00000,,,,610,109,1.00000,0.00000,,,,30173,242,1.00000,0.00000,,,,1372,243,1.00000,0.00000,,,,<LOD,249,1.00000,0.00000,,,,<LOD,217,1.00000,0.00000,,,,368,41,1.00000,0.00000,,,,10359,154,1.00000,0.00000,,,,<LOD,172,1.00000,0.00000,,,,<LOD,46,1.00000,0.00000,,,,473,19,1.00000,0.00000,,,,240,12,1.00000,0.00000,,,,<LOD,19,1.00000,0.00000,,,,<LOD,7,1.00000,0.00000,,,,13,2,1.00000,0.00000,,,,60,2,1.00000,0.00000,,,,19,2,1.00000,0.00000,,,,42,3,1.00000,0.00000,,,,23,3,1.00000,0.00000,,,,16,3,1.00000,0.00000,,,,<LOD,0,1.00000,0.00000,,,,<LOD,84,1.00000,0.00000,,,,<LOD,89,1.00000,0.00000,,,,<LOD,120,1.00000,0.00000,,,,<LOD,5198,1.00000,0.00000,,,,<LOD,9655,1.00000,0.00000,,,,<LOD,10169,1.00000,0.00000,,,,<LOD,15236,1.00000,0.00000,,,,<LOD,31503,1.00000,0.00000,,,,<LOD,91,1.00000,0.00000,,,,<LOD,23,1.00000,0.00000,,,,<LOD,43,1.00000,0.00000,,,,30,4,1.00000,0.00000,,,,<LOD,96,1.00000,0.00000,,,,68,9,1.00000,0.00000,,,,20,4,1.00000,0.00000,,,,908233,1211,1.00000,0.00000,A_B1_c,10,20,20,
820926,15,2024-04-22,13:19:28,Geochem(3-Beam),,15,No,,,PPM,,,,<LOD,142300,1.00000,0.00000,,,,7468,1435,1.00000,0.00000,,,,37296,626,1.00000,0.00000,,,,3715,146,1.00000,0.00000,,,,1944,110,1.00000,0.00000,,,,1218,142,1.00000,0.00000,,,,27792,266,1.00000,0.00000,,,,1714,282,1.00000,0.00000,,,,<LOD,338,1.00000,0.00000,,,,362,71,1.00000,0.00000,,,,456,52,1.00000,0.00000,,,,10442,178,1.00000,0.00000,,,,<LOD,200,1.00000,0.00000,,,,<LOD,49,1.00000,0.00000,,,,1023,32,1.00000,0.00000,,,,309,16,1.00000,0.00000,,,,<LOD,25,1.00000,0.00000,,,,<LOD,9,1.00000,0.00000,,,,13,2,1.00000,0.00000,,,,55,3,1.00000,0.00000,,,,19,3,1.00000,0.00000,,,,37,4,1.00000,0.00000,,,,18,3,1.00000,0.00000,,,,25,4,1.00000,0.00000,,,,<LOD,0,1.00000,0.00000,,,,<LOD,97,1.00000,0.00000,,,,<LOD,103,1.00000,0.00000,,,,<LOD,140,1.00000,0.00000,,,,<LOD,6430,1.00000,0.00000,,,,<LOD,12320,1.00000,0.00000,,,,<LOD,12873,1.00000,0.00000,,,,<LOD,18932,1.00000,0.00000,,,,<LOD,39677,1.00000,0.00000,,,,<LOD,124,1.00000,0.00000,,,,<LOD,31,1.00000,0.00000,,,,<LOD,60,1.00000,0.00000,,,,43,6,1.00000,0.00000,,,,<LOD,117,1.00000,0.00000,,,,99,10,1.00000,0.00000,,,,17,5,1.00000,0.00000,,,,905934,1511,1.00000,0.00000,B_C2_S,10,20,20,
820926,16,2024-04-22,13:23:11,Geochem(3-Beam),,16,No,,,PPM,,,,<LOD,108157,1.00000,0.00000,,,,10788,1452,1.00000,0.00000,,,,78234,986,1.00000,0.00000,,,,5470,174,1.00000,0.00000,,,,2586,127,1.00000,0.00000,,,,1477,159,1.00000,0.00000,,,,27532,292,1.00000,0.00000,,,,6172,415,1.00000,0.00000,,,,<LOD,502,1.00000,0.00000,,,,602,83,1.00000,0.00000,,,,1028,75,1.00000,0.00000,,,,29683,392,1.00000,0.00000,,,,<LOD,363,1.00000,0.00000,,,,<LOD,63,1.00000,0.00000,,,,1540,46,1.00000,0.00000,,,,579,25,1.00000,0.00000,,,,<LOD,28,1.00000,0.00000,,,,<LOD,11,1.00000,0.00000,,,,24,3,1.00000,0.00000,,,,68,4,1.00000,0.00000,,,,23,3,1.00000,0.00000,,,,59,5,1.00000,0.00000,,,,36,4,1.00000,0.00000,,,,22,5,1.00000,0.00000,,,,<LOD,0,1.00000,0.00000,,,,<LOD,103,1.00000,0.00000,,,,<LOD,111,1.00000,0.00000,,,,<LOD,145,1.00000,0.00000,,,,<LOD,6973,1.00000,0.00000,,,,<LOD,13189,1.00000,0.00000,,,,<LOD,14016,1.00000,0.00000,,,,<LOD,20016,1.00000,0.00000,,,,<LOD,41211,1.00000,0.00000,,,,<LOD,138,1.00000,0.00000,,,,<LOD,31,1.00000,0.00000,,,,<LOD,62,1.00000,0.00000,,,,63,8,1.00000,0.00000,,,,<LOD,125,1.00000,0.00000,,,,99,13,1.00000,0.00000,,,,<LOD,38,1.00000,0.00000,,,,833912,1654,1.00000,0.00000,A_A2_C,10,20,20,
820926,17,2024-04-22,13:28:00,Geochem(3-Beam),,17,No,,,PPM,,,,<LOD,134725,1.00000,0.00000,,,,6848,1947,1.00000,0.00000,,,,48550,931,1.00000,0.00000,,,,6618,227,1.00000,0.00000,,,,3522,169,1.00000,0.00000,,,,2507,213,1.00000,0.00000,,,,44679,551,1.00000,0.00000,,,,1981,421,1.00000,0.00000,,,,<LOD,499,1.00000,0.00000,,,,475,96,1.00000,0.00000,,,,695,80,1.00000,0.00000,,,,28532,466,1.00000,0.00000,,,,<LOD,427,1.00000,0.00000,,,,<LOD,89,1.00000,0.00000,,,,1047,45,1.00000,0.00000,,,,424,25,1.00000,0.00000,,,,<LOD,33,1.00000,0.00000,,,,<LOD,15,1.00000,0.00000,,,,15,3,1.00000,0.00000,,,,57,4,1.00000,0.00000,,,,29,4,1.00000,0.00000,,,,28,5,1.00000,0.00000,,,,20,5,1.00000,0.00000,,,,<LOD,29,1.00000,0.00000,,,,<LOD,0,1.00000,0.00000,,,,<LOD,123,1.00000,0.00000,,,,<LOD,134,1.00000,0.00000,,,,<LOD,181,1.00000,0.00000,,,,<LOD,8432,1.00000,0.00000,,,,<LOD,15905,1.00000,0.00000,,,,<LOD,17514,1.00000,0.00000,,,,<LOD,25042,1.00000,0.00000,,,,<LOD,52122,1.00000,0.00000,,,,<LOD,175,1.00000,0.00000,,,,<LOD,44,1.00000,0.00000,,,,<LOD,79,1.00000,0.00000,,,,37,8,1.00000,0.00000,,,,<LOD,152,1.00000,0.00000,,,,69,15,1.00000,0.00000,,,,34,8,1.00000,0.00000,,,,853835,2059,1.00000,0.00000,B_C3_C,10,20,20,
820926,18,2024-04-22,13:32:51,Geochem(3-Beam),,18,No,,,PPM,,,,<LOD,154048,1.00000,0.00000,,,,13014,3635,1.00000,0.00000,,,,98028,2272,1.00000,0.00000,,,,15410,562,1.00000,0.00000,,,,8237,400,1.00000,0.00000,,,,10013,528,1.00000,0.00000,,,,99505,1857,1.00000,0.00000,,,,4096,991,1.00000,0.00000,,,,<LOD,1234,1.00000,0.00000,,,,997,237,1.00000,0.00000,,,,1523,198,1.00000,0.00000,,,,22501,668,1.00000,0.00000,,,,<LOD,596,1.00000,0.00000,,,,<LOD,219,1.00000,0.00000,,,,1645,96,1.00000,0.00000,,,,627,54,1.00000,0.00000,,,,<LOD,68,1.00000,0.00000,,,,<LOD,36,1.00000,0.00000,,,,<LOD,33,1.00000,0.00000,,,,65,8,1.00000,0.00000,,,,33,8,1.00000,0.00000,,,,55,10,1.00000,0.00000,,,,<LOD,51,1.00000,0.00000,,,,<LOD,57,1.00000,0.00000,,,,<LOD,0,1.00000,0.00000,,,,<LOD,248,1.00000,0.00000,,,,<LOD,265,1.00000,0.00000,,,,<LOD,348,1.00000,0.00000,,,,<LOD,14873,1.00000,0.00000,,,,<LOD,25776,1.00000,0.00000,,,,<LOD,26830,1.00000,0.00000,,,,<LOD,40974,1.00000,0.00000,,,,<LOD,85434,1.00000,0.00000,,,,279,91,1.00000,0.00000,,,,<LOD,109,1.00000,0.00000,,,,<LOD,246,1.00000,0.00000,,,,<LOD,85,1.00000,0.00000,,,,<LOD,300,1.00000,0.00000,,,,<LOD,137,1.00000,0.00000,,,,49,16,1.00000,0.00000,,,,723923,3997,1.00000,0.00000,B_C2_C,10,20,19.8055,
820926,19,2024-04-22,13:37:02,Geochem(3-Beam),,19,No,,,PPM,,,,<LOD,96774,1.00000,0.00000,,,,16292,2001,1.00000,0.00000,,,,103027,1493,1.00000,0.00000,,,,7756,266,1.00000,0.00000,,,,5325,205,1.00000,0.00000,,,,2306,242,1.00000,0.00000,,,,72018,882,1.00000,0.00000,,,,8156,686,1.00000,0.00000,,,,<LOD,736,1.00000,0.00000,,,,<LOD,524,1.00000,0.00000,,,,970,105,1.00000,0.00000,,,,28956,516,1.00000,0.00000,,,,<LOD,449,1.00000,0.00000,,,,129,28,1.00000,0.00000,,,,1067,51,1.00000,0.00000,,,,592,34,1.00000,0.00000,,,,<LOD,48,1.00000,0.00000,,,,<LOD,19,1.00000,0.00000,,,,34,4,1.00000,0.00000,,,,112,6,1.00000,0.00000,,,,41,5,1.00000,0.00000,,,,178,8,1.00000,0.00000,,,,37,6,1.00000,0.00000,,,,<LOD,34,1.00000,0.00000,,,,<LOD,0,1.00000,0.00000,,,,<LOD,146,1.00000,0.00000,,,,<LOD,156,1.00000,0.00000,,,,<LOD,207,1.00000,0.00000,,,,<LOD,10046,1.00000,0.00000,,,,<LOD,17414,1.00000,0.00000,,,,<LOD,18321,1.00000,0.00000,,,,<LOD,26589,1.00000,0.00000,,,,<LOD,54272,1.00000,0.00000,,,,<LOD,235,1.00000,0.00000,,,,<LOD,57,1.00000,0.00000,,,,<LOD,116,1.00000,0.00000,,,,90,12,1.00000,0.00000,,,,<LOD,182,1.00000,0.00000,,,,109,18,1.00000,0.00000,,,,30,9,1.00000,0.00000,,,,752775,2347,1.00000,0.00000,A_B2_C,10,20,20,
820926,20,2024-04-22,13:40:13,Geochem(3-Beam),,20,No,,,PPM,,,,<LOD,35704,1.00000,0.00000,,,,41789,839,1.00000,0.00000,,,,170260,919,1.00000,0.00000,,,,3131,85,1.00000,0.00000,,,,658,56,1.00000,0.00000,,,,<LOD,1214,1.00000,0.00000,,,,10864,81,1.00000,0.00000,,,,5700,270,1.00000,0.00000,,,,<LOD,287,1.00000,0.00000,,,,<LOD,163,1.00000,0.00000,,,,452,35,1.00000,0.00000,,,,25973,215,1.00000,0.00000,,,,<LOD,221,1.00000,0.00000,,,,30,8,1.00000,0.00000,,,,78,8,1.00000,0.00000,,,,87,7,1.00000,0.00000,,,,16,3,1.00000,0.00000,,,,<LOD,6,1.00000,0.00000,,,,91,3,1.00000,0.00000,,,,179,3,1.00000,0.00000,,,,35,2,1.00000,0.00000,,,,546,6,1.00000,0.00000,,,,20,2,1.00000,0.00000,,,,<LOD,16,1.00000,0.00000,,,,<LOD,0,1.00000,0.00000,,,,<LOD,70,1.00000,0.00000,,,,<LOD,82,1.00000,0.00000,,,,<LOD,111,1.00000,0.00000,,,,110,18,1.00000,0.00000,,,,<LOD,6219,1.00000,0.00000,,,,<LOD,6661,1.00000,0.00000,,,,<LOD,9935,1.00000,0.00000,,,,<LOD,20902,1.00000,0.00000,,,,<LOD,65,1.00000,0.00000,,,,<LOD,17,1.00000,0.00000,,,,<LOD,33,1.00000,0.00000,,,,43,4,1.00000,0.00000,,,,<LOD,73,1.00000,0.00000,,,,34,7,1.00000,0.00000,,,,<LOD,22,1.00000,0.00000,,,,739903,1119,1.00000,0.00000,D_C1_C,10,20,20,
820926,21,2024-04-22,13:42:49,Geochem(3-Beam),,21,No,,,PPM,,,,<LOD,36928,1.00000,0.00000,,,,43912,965,1.00000,0.00000,,,,206794,1164,1.00000,0.00000,,,,3691,109,1.00000,0.00000,,,,1126,72,1.00000,0.00000,,,,<LOD,1216,1.00000,0.00000,,,,15448,120,1.00000,0.00000,,,,6338,338,1.00000,0.00000,,,,<LOD,369,1.00000,0.00000,,,,<LOD,200,1.00000,0.00000,,,,592,45,1.00000,0.00000,,,,28968,265,1.00000,0.00000,,,,<LOD,267,1.00000,0.00000,,,,54,11,1.00000,0.00000,,,,167,12,1.00000,0.00000,,,,107,9,1.00000,0.00000,,,,22,5,1.00000,0.00000,,,,<LOD,7,1.00000,0.00000,,,,105,3,1.00000,0.00000,,,,226,4,1.00000,0.00000,,,,45,3,1.00000,0.00000,,,,514,7,1.00000,0.00000,,,,31,3,1.00000,0.00000,,,,17,4,1.00000,0.00000,,,,<LOD,0,1.00000,0.00000,,,,<LOD,77,1.00000,0.00000,,,,<LOD,89,1.00000,0.00000,,,,<LOD,119,1.00000,0.00000,,,,115,15,1.00000,0.00000,,,,<LOD,7171,1.00000,0.00000,,,,<LOD,7971,1.00000,0.00000,,,,<LOD,11528,1.00000,0.00000,,,,<LOD,24430,1.00000,0.00000,,,,<LOD,85,1.00000,0.00000,,,,<LOD,24,1.00000,0.00000,,,,<LOD,43,1.00000,0.00000,,,,69,5,1.00000,0.00000,,,,<LOD,89,1.00000,0.00000,,,,65,9,1.00000,0.00000,,,,<LOD,27,1.00000,0.00000,,,,691595,1347,1.00000,0.00000,C_B5_S,10,20,20,
820926,22,2024-04-22,13:46:43,Geochem(3-Beam),,22,No,,,PPM,,,,<LOD,34512,1.00000,0.00000,,,,37471,855,1.00000,0.00000,,,,190065,1038,1.00000,0.00000,,,,3632,96,1.00000,0.00000,,,,1018,65,1.00000,0.00000,,,,<LOD,1172,1.00000,0.00000,,,,14185,105,1.00000,0.00000,,,,7544,319,1.00000,0.00000,,,,<LOD,345,1.00000,0.00000,,,,<LOD,169,1.00000,0.00000,,,,558,40,1.00000,0.00000,,,,30900,258,1.00000,0.00000,,,,<LOD,257,1.00000,0.00000,,,,32,9,1.00000,0.00000,,,,148,11,1.00000,0.00000,,,,127,8,1.00000,0.00000,,,,21,5,1.00000,0.00000,,,,<LOD,7,1.00000,0.00000,,,,89,3,1.00000,0.00000,,,,199,4,1.00000,0.00000,,,,53,3,1.00000,0.00000,,,,577,7,1.00000,0.00000,,,,26,3,1.00000,0.00000,,,,<LOD,16,1.00000,0.00000,,,,<LOD,0,1.00000,0.00000,,,,<LOD,73,1.00000,0.00000,,,,<LOD,83,1.00000,0.00000,,,,<LOD,111,1.00000,0.00000,,,,104,16,1.00000,0.00000,,,,<LOD,6808,1.00000,0.00000,,,,<LOD,7302,1.00000,0.00000,,,,<LOD,10593,1.00000,0.00000,,,,<LOD,22491,1.00000,0.00000,,,,<LOD,79,1.00000,0.00000,,,,<LOD,21,1.00000,0.00000,,,,<LOD,37,1.00000,0.00000,,,,99,6,1.00000,0.00000,,,,<LOD,78,1.00000,0.00000,,,,41,8,1.00000,0.00000,,,,<LOD,24,1.00000,0.00000,,,,713111,1214,1.00000,0.00000,C_B2_S,10,20,20,
820926,23,2024-04-22,13:52:16,Geochem(3-Beam),,23,No,,,PPM,,,,<LOD,33430,1.00000,0.00000,,,,37530,863,1.00000,0.00000,,,,214074,1131,1.00000,0.00000,,,,3008,95,1.00000,0.00000,,,,582,65,1.00000,0.00000,,,,<LOD,1106,1.00000,0.00000,,,,11876,94,1.00000,0.00000,,,,8984,357,1.00000,0.00000,,,,<LOD,365,1.00000,0.00000,,,,<LOD,188,1.00000,0.00000,,,,650,44,1.00000,0.00000,,,,32425,273,1.00000,0.00000,,,,<LOD,266,1.00000,0.00000,,,,45,10,1.00000,0.00000,,,,166,12,1.00000,0.00000,,,,119,9,1.00000,0.00000,,,,22,4,1.00000,0.00000,,,,<LOD,7,1.00000,0.00000,,,,83,3,1.00000,0.00000,,,,187,4,1.00000,0.00000,,,,39,3,1.00000,0.00000,,,,619,7,1.00000,0.00000,,,,36,3,1.00000,0.00000,,,,<LOD,17,1.00000,0.00000,,,,<LOD,0,1.00000,0.00000,,,,<LOD,74,1.00000,0.00000,,,,<LOD,84,1.00000,0.00000,,,,<LOD,113,1.00000,0.00000,,,,91,16,1.00000,0.00000,,,,<LOD,7297,1.00000,0.00000,,,,<LOD,7544,1.00000,0.00000,,,,<LOD,11440,1.00000,0.00000,,,,<LOD,23757,1.00000,0.00000,,,,<LOD,79,1.00000,0.00000,,,,<LOD,21,1.00000,0.00000,,,,<LOD,41,1.00000,0.00000,,,,45,5,1.00000,0.00000,,,,<LOD,81,1.00000,0.00000,,,,57,8,1.00000,0.00000,,,,<LOD,25,1.00000,0.00000,,,,689361,1284,1.00000,0.00000,B_B1_C,10,20,20,
820926,24,2024-04-22,13:57:55,Geochem(3-Beam),,24,No,,,PPM,,,,<LOD,82827,1.00000,0.00000,,,,43000,2085,1.00000,0.00000,,,,205699,2250,1.00000,0.00000,,,,8389,301,1.00000,0.00000,,,,1701,214,1.00000,0.00000,,,,<LOD,2709,1.00000,0.00000,,,,34858,452,1.00000,0.00000,,,,10456,727,1.00000,0.00000,,,,<LOD,805,1.00000,0.00000,,,,1157,146,1.00000,0.00000,,,,3637,178,1.00000,0.00000,,,,35891,581,1.00000,0.00000,,,,<LOD,491,1.00000,0.00000,,,,134,29,1.00000,0.00000,,,,2406,78,1.00000,0.00000,,,,509,33,1.00000,0.00000,,,,<LOD,38,1.00000,0.00000,,,,<LOD,20,1.00000,0.00000,,,,27,4,1.00000,0.00000,,,,63,5,1.00000,0.00000,,,,37,5,1.00000,0.00000,,,,77,7,1.00000,0.00000,,,,34,6,1.00000,0.00000,,,,<LOD,33,1.00000,0.00000,,,,<LOD,0,1.00000,0.00000,,,,<LOD,140,1.00000,0.00000,,,,<LOD,148,1.00000,0.00000,,,,<LOD,198,1.00000,0.00000,,,,<LOD,10076,1.00000,0.00000,,,,<LOD,19276,1.00000,0.00000,,,,<LOD,19449,1.00000,0.00000,,,,<LOD,27875,1.00000,0.00000,,,,<LOD,58431,1.00000,0.00000,,,,<LOD,216,1.00000,0.00000,,,,<LOD,53,1.00000,0.00000,,,,<LOD,103,1.00000,0.00000,,,,36,10,1.00000,0.00000,,,,<LOD,166,1.00000,0.00000,,,,<LOD,77,1.00000,0.00000,,,,38,9,1.00000,0.00000,,,,651852,2714,1.00000,0.00000,A_A2_W,10,20,20,
